id,favorite_count,retweet_count
736010884653420544,8073,3072
735991953473572864,3676,1182
735648611367784448,4104,1131
735635087207878657,6315,2395
735274964362878976,13292,5178
735256018284875776,3409,905
735137028879360001,3196,991
734912297295085568,2801,536
734787690684657664,12836,6433
734776360183431168,2566,555
734559631394082816,1522,407
733828123016450049,3655,804
733822306246479872,3747,1036
733482008106668032,3210,969
733460102733135873,4300,1315
733109485275860992,50327,17181
732732193018155009,2494,550
732726085725589504,3618,908
732585889486888962,3761,790
732375214819057664,8263,2576
732005617171337216,15243,5544
731285275100512256,3557,1005
731156023742988288,3914,1299
730924654643314689,6274,2026
730573383004487680,5021,2178
730427201120833536,3557,1069
730211855403241472,3907,1074
730196704625098752,4964,1958
729854734790754305,4131,1158
729838605770891264,1751,393
729823566028484608,4067,1273
729463711119904772,5918,2368
729113531270991872,1920,331
728986383096946689,3213,836
728760639972315136,4768,1751
728751179681943552,2833,690
728653952833728512,3378,1056
728409960103686147,5021,2055
728387165835677696,3755,982
728046963732717569,4409,1215
728035342121635841,4657,1699
728015554473250816,4195,1131
727685679342333952,3009,651
727644517743104000,6013,1786
727524757080539137,4558,1250
727314416056803329,3404,761
727286334147182592,3103,828
727175381690781696,3978,1414
727155742655025152,3713,1362
726935089318363137,7040,2507
726887082820554753,3912,1552
726828223124897792,3634,1023
726224900189511680,4501,1171
725842289046749185,7189,2727
725786712245440512,4237,1392
725729321944506368,5297,1829
725458796924002305,1439,630
724983749226668032,3793,1340
724771698126512129,2414,652
724405726123311104,5387,1678
724049859469295616,4407,1816
724046343203856385,2710,572
724004602748780546,4257,1598
723912936180330496,3976,1260
723688335806480385,7835,3014
723673163800948736,3076,910
723179728551723008,5388,1897
722974582966214656,4188,1592
722613351520608256,5068,1666
721503162398597120,4726,1903
721001180231503872,2585,626
720785406564900865,3178,784
720775346191278080,2539,680
720415127506415616,4215,1528
720389942216527872,6516,2560
720340705894408192,2932,996
720059472081784833,3952,1140
720043174954147842,5006,2053
719991154352222208,4932,1780
719704490224398336,4648,1473
719551379208073216,5159,1954
719367763014393856,2855,756
719339463458033665,4510,1271
719332531645071360,3491,973
718971898235854848,3560,1097
718939241951195136,5353,1799
718631497683582976,19210,8221
718613305783398402,2480,490
718540630683709445,2527,1037
718460005985447936,2758,533
718454725339934721,4958,1535
718246886998687744,1973,510
718234618122661888,3958,1022
717841801130979328,2511,611
717790033953034240,2941,1141
717537687239008257,5881,1883
717428917016076293,1644,457
717421804990701568,3219,861
717047459982213120,6410,1968
717009362452090881,3323,991
716802964044845056,4384,1198
716791146589110272,7442,1560
716730379797970944,1261,439
716447146686459905,13331,6003
716439118184652801,2420,214
716285507865542656,2829,1091
716080869887381504,6875,1947
715928423106027520,3262,895
715758151270801409,3795,1462
715733265223708672,4759,1719
715704790270025728,2863,574
715696743237730304,3988,1320
715680795826982913,4411,1649
715360349751484417,5579,1607
715342466308784130,3100,705
715220193576927233,2466,665
715200624753819648,5246,1925
715009755312439296,4255,1261
714982300363173890,3826,1056
714962719905021952,7507,4375
714957620017307648,4214,1437
714631576617938945,3337,1023
714606013974974464,3707,943
714485234495041536,2750,1161
714258258790387713,3086,729
714251586676113411,3343,845
714214115368108032,2321,893
714141408463036416,4392,1427
713919462244790272,3361,797
713909862279876608,1957,546
713900603437621249,2901,755
713761197720473600,4979,1403
713411074226274305,4517,1322
713177543487135744,7379,2896
713175907180089344,4558,1495
712809025985978368,18933,6860
712717840512598017,12595,5100
712668654853337088,4263,1235
712438159032893441,5443,1593
712309440758808576,247,25
712097430750289920,3867,1061
712092745624633345,3004,907
712085617388212225,3329,495
712065007010385924,2311,641
711998809858043904,0,130
711968124745228288,8235,2362
711743778164514816,2911,1008
711732680602345472,9065,4211
711694788429553666,33553,18773
711652651650457602,3937,936
711363825979756544,3740,1163
711306686208872448,3388,746
711008018775851008,3054,624
710997087345876993,4664,1405
710844581445812225,2604,710
710833117892898816,2748,545
710658690886586372,2363,572
710609963652087808,4895,2425
710588934686908417,4646,1910
710296729921429505,2425,754
710283270106132480,2191,529
710272297844797440,4632,1274
710269109699739648,2446,1148
710153181850935296,2967,911
710140971284037632,2827,905
710117014656950272,5616,2034
709918798883774466,3059,1085
709901256215666688,688,102
709852847387627521,3596,1224
709566166965075968,3616,1227
709556954897764353,3364,1090
709519240576036864,1523,240
709449600415961088,2285,589
709409458133323776,2675,699
709225125749587968,2457,582
709207347839836162,12856,5944
709198395643068416,2480,658
709179584944730112,2055,683
709158332880297985,2088,425
709042156699303936,4857,1673
708853462201716736,1832,668
708845821941387268,3060,914
708834316713893888,1720,510
708810915978854401,16837,7086
708738143638450176,2808,839
708711088997666817,2607,737
708479650088034305,2614,688
708469915515297792,3166,835
708400866336894977,16356,10328
708356463048204288,3676,1351
708349470027751425,2401,755
708149363256774660,4375,1589
708130923141795840,3468,863
708119489313951744,2748,1005
708109389455101952,1985,557
708026248782585858,4475,1967
707995814724026368,3205,1149
707983188426153984,51,2
707969809498152960,2767,987
707776935007539200,3350,970
707741517457260545,2548,628
707738799544082433,4182,2529
707693576495472641,3493,1022
707629649552134146,2628,900
707610948723478529,17342,6512
707420581654872064,2326,708
707411934438625280,2342,608
707387676719185920,3582,1320
707377100785885184,3356,1108
707315916783140866,2533,661
707297311098011648,2844,808
707059547140169728,2647,690
707038192327901184,2241,806
707021089608753152,4178,1403
707014260413456384,2352,604
706904523814649856,14922,8038
706901761596989440,2111,608
706681918348251136,3399,995
706644897839910912,2635,1124
706593038911545345,2208,646
706538006853918722,3543,1458
706516534877929472,3170,1053
706346369204748288,3529,947
706310011488698368,21848,8151
706291001778950144,1737,482
706265994973601792,2794,951
706169069255446529,3992,2275
706166467411222528,5270,1639
706153300320784384,1518,387
705975130514706432,3180,749
705970349788291072,3219,914
705898680587526145,2414,568
705786532653883392,1989,531
705591895322394625,3242,1177
705475953783398401,3018,939
705442520700944385,4539,1667
705428427625635840,3897,1725
705239209544720384,3072,765
705223444686888960,2634,810
705102439679201280,2198,523
705066031337840642,2228,630
704871453724954624,4364,1137
704859558691414016,2306,553
704847917308362754,5212,1569
704819833553219584,2701,1010
704761120771465216,6778,2967
704499785726889984,2997,1031
704491224099647488,779,81
704480331685040129,3464,1088
704364645503647744,8188,3642
704347321748819968,1619,358
704134088924532736,1541,475
704113298707505153,1894,577
704054845121142784,3001,930
703774238772166656,1879,476
703769065844768768,3357,1166
703631701117943808,2650,698
703611486317502464,3942,1563
703425003149250560,3879,1396
703407252292673536,2509,714
703382836347330562,3591,1163
703356393781329922,1953,394
703268521220972544,2012,558
703079050210877440,7571,3167
703041949650034688,26945,12815
702932127499816960,2656,742
702899151802126337,1642,464
702684942141153280,3308,1097
702671118226825216,2254,571
702598099714314240,12477,3519
702539513671897089,2941,981
702332542343577600,3259,1587
702321140488925184,3351,1063
702276748847800320,2530,785
702217446468493312,4908,1372
701981390485725185,3531,1012
701952816642965504,3912,1051
701889187134500865,3619,1422
701805642395348998,3508,1728
701601587219795968,2137,469
701570477911896070,2884,951
701545186879471618,2721,623
701214700881756160,12515,5245
700890391244103680,2265,578
700864154249383937,2656,633
700847567345688576,2509,515
700796979434098688,2497,974
700747788515020802,23412,9576
700518061187723268,2679,816
700505138482569216,2338,589
700462010979500032,4228,1834
700167517596164096,2702,760
700151421916807169,2286,687
700143752053182464,7702,2801
700062718104104960,2718,709
700029284593901568,2124,602
700002074055016451,3396,1375
699801817392291840,3134,977
699788877217865730,2289,518
699779630832685056,2819,1274
699775878809702401,2004,616
699691744225525762,10518,4735
699446877801091073,6087,2671
699434518667751424,2217,525
699423671849451520,1405,337
699413908797464576,2127,632
699370870310113280,1933,452
699323444782047232,3240,887
699088579889332224,2293,650
699079609774645248,2510,674
699072405256409088,3068,1220
699060279947165696,3861,1847
699036661657767936,2664,1222
698989035503689728,3455,1002
698953797952008193,2771,929
698907974262222848,2600,642
698710712454139905,2533,698
698703483621523456,1487,391
698635131305795584,1320,348
698549713696649216,2382,639
698355670425473025,1913,462
698342080612007937,2314,971
698262614669991936,4875,2049
698195409219559425,17175,6127
698178924120031232,2879,763
697995514407682048,1555,341
697990423684476929,3366,1324
697943111201378304,2448,703
697881462549430272,3086,1216
697630435728322560,1796,551
697616773278015490,3237,1034
697596423848730625,3098,1288
697575480820686848,2091,511
697516214579523584,2122,1149
697482927769255936,2473,692
697463031882764288,3497,1422
697270446429966336,4797,1924
697259378236399616,3364,1028
697255105972801536,3098,1191
697242256848379904,2573,685
696900204696625153,3247,1044
696894894812565505,2400,692
696886256886657024,4982,1847
696877980375769088,2495,722
696754882863349760,1517,370
696744641916489729,2119,963
696713835009417216,2428,666
696518437233913856,3997,1745
696490539101908992,1240,145
696488710901260288,2601,1044
696405997980676096,3281,1180
696100768806522880,1980,674
695816827381944320,3078,1193
695794761660297217,3239,796
695767669421768709,1912,765
695629776980148225,4684,2152
695446424020918272,4495,1857
695409464418041856,8872,3676
695314793360662529,3721,1490
695095422348574720,2697,631
695074328191332352,2913,1130
695064344191721472,1633,605
695051054296211456,2728,801
694925794720792577,2765,941
694905863685980160,2816,956
694669722378485760,36627,14755
694356675654983680,1539,293
694352839993344000,2088,632
694342028726001664,1604,491
694329668942569472,2048,514
694206574471057408,4268,2082
694183373896572928,3018,953
694001791655137281,3481,1052
693993230313091072,1914,414
693942351086120961,1777,376
693647888581312512,2758,605
693644216740769793,1373,126
693642232151285760,2598,418
693629975228977152,2505,812
693622659251335168,1575,378
693590843962331137,5176,2012
693582294167244802,1688,259
693486665285931008,1822,651
693280720173801472,3443,1267
693267061318012928,2443,833
693262851218264065,2279,511
693231807727280129,2936,752
693155686491000832,8062,3282
693109034023534592,1760,638
693095443459342336,1908,478
692919143163629568,2727,770
692905862751522816,2489,894
692901601640583168,1813,616
692894228850999298,2327,824
692828166163931137,2941,902
692752401762250755,6990,3729
692568918515392513,4455,1576
692535307825213440,3257,1396
692530551048294401,1879,422
692423280028966913,1515,233
692417313023332352,9561,3565
692187005137076224,2589,839
692158366030913536,2190,806
692142790915014657,1682,402
692041934689402880,3483,1298
692017291282812928,2939,983
691820333922455552,4048,1702
691793053716221953,8330,4330
691756958957883396,2938,1034
691675652215414786,1994,522
691483041324204033,2437,576
691459709405118465,4139,1169
691444869282295808,2712,869
691416866452082688,19784,7835
691321916024623104,2632,673
691096613310316544,3029,901
691090071332753408,1755,342
690989312272396288,6037,2947
690959652130045952,3677,1281
690938899477221376,4219,2027
690932576555528194,3373,1051
690735892932222976,3873,1300
690728923253055490,2229,528
690690673629138944,2380,829
690649993829576704,1338,287
690607260360429569,297,17
690597161306841088,2009,624
690400367696297985,1923,464
690374419777196032,3333,868
690360449368465409,2715,910
690348396616552449,1545,529
690248561355657216,1719,427
690021994562220032,2862,1053
690015576308211712,2569,755
690005060500217858,3749,1733
689999384604450816,1462,381
689993469801164801,1493,464
689977555533848577,1402,459
689905486972461056,2496,709
689877686181715968,3103,1205
689835978131935233,2210,762
689661964914655233,3286,947
689659372465688576,10618,3986
689623661272240129,2280,655
689599056876867584,11926,5675
689557536375177216,2102,468
689517482558820352,3481,1470
689289219123089408,2308,966
689283819090870273,3357,1134
689280876073582592,2031,728
689275259254616065,1177,247
689255633275777024,2619,1109
689154315265683456,3143,1022
689143371370250240,2058,522
688916208532455424,2790,896
688908934925697024,2166,790
688898160958271489,2152,797
688894073864884227,2291,710
688828561667567616,1412,381
688804835492233216,985,195
688789766343622656,2271,676
688547210804498433,2674,719
688519176466644993,2376,744
688385280030670848,9514,4575
688211956440801280,2290,853
688179443353796608,2178,597
688116655151435777,2903,801
688064179421470721,1768,367
687841446767013888,5607,2586
687826841265172480,2801,1155
687818504314159109,2550,973
687807801670897665,2451,728
687732144991551489,1803,682
687704180304273409,2495,861
687664829264453632,1988,519
687494652870668288,1949,588
687480748861947905,1638,248
687476254459715584,2028,547
687460506001633280,2108,556
687399393394311168,1942,636
687317306314240000,20626,9409
687312378585812992,4468,1947
687127927494963200,5592,2353
687124485711986689,2220,514
687109925361856513,5952,2532
687102708889812993,2396,1007
687096057537363968,2298,617
686947101016735744,8824,3276
686760001961103360,3608,1417
686749460672679938,3564,1488
686730991906516992,4241,1233
686683045143953408,2893,828
686618349602762752,3782,1397
686606069955735556,1941,554
686394059078897668,1782,700
686386521809772549,3338,901
686377065986265092,2263,581
686358356425093120,2243,692
686286779679375361,4100,1698
686050296934563840,2253,741
686035780142297088,1184,121
686034024800862208,3194,1185
686007916130873345,2548,426
686003207160610816,1869,652
685973236358713344,2156,536
685943807276412928,1667,609
685906723014619143,7696,2977
685681090388975616,2078,129
685667379192414208,2409,591
685663452032069632,3335,1500
685641971164143616,3007,804
685547936038666240,33778,16092
685532292383666176,3109,1194
685325112850124800,9706,4079
685321586178670592,2716,663
685315239903100929,3427,1090
685307451701334016,2125,456
685268753634967552,3180,1229
685198997565345792,2396,684
685169283572338688,4212,1462
684969860808454144,2429,381
684959798585110529,6988,3220
684940049151070208,3299,1069
684926975086034944,3586,474
684914660081053696,3595,1501
684902183876321280,1923,545
684880619965411328,2152,840
684830982659280897,35904,22244
684800227459624960,2786,1031
684594889858887680,9136,3623
684588130326986752,4213,1452
684567543613382656,3097,1264
684538444857667585,2712,979
684481074559381504,3977,1203
684460069371654144,2027,571
684241637099323392,8357,3373
684225744407494656,1263,214
684222868335505415,3925,1406
684200372118904832,2215,1059
684195085588783105,1961,525
684188786104872960,3577,1210
684177701129875456,2067,680
684147889187209216,3055,1546
684122891630342144,2053,483
684097758874210310,4222,1468
683857920510050305,3902,1142
683852578183077888,1977,357
683849932751646720,2672,995
683834909291606017,2692,1139
683828599284170753,2871,1094
683773439333797890,3426,1393
683742671509258241,6651,3414
683515932363329536,7518,2970
683498322573824003,3240,987
683481228088049664,2710,1023
683462770029932544,2487,695
683449695444799489,3998,1641
683391852557561860,7822,2460
683357973142474752,3004,953
683142553609318400,2950,1071
683111407806746624,3477,934
683098815881154561,2213,677
683078886620553216,2031,577
683030066213818368,2206,753
682962037429899265,37796,17096
682808988178739200,1821,180
682788441537560576,2531,1140
682750546109968385,1552,449
682697186228989953,1343,369
682662431982772225,3134,1111
682638830361513985,2114,619
682429480204398592,3512,1194
682406705142087680,7767,1811
682393905736888321,2287,696
682389078323662849,1704,476
682303737705140231,3134,1022
682259524040966145,4260,1241
682242692827447297,3337,1201
682088079302213632,18728,10152
682059653698686977,5064,1734
682047327939461121,3269,976
682032003584274432,6746,2069
682003177596559360,3213,1569
681981167097122816,2868,1064
681891461017812993,2522,839
681694085539872773,13086,4174
681679526984871937,1810,457
681654059175129088,2700,952
681610798867845120,1949,484
681579835668455424,3634,1336
681523177663676416,14653,5931
681340665377193984,1672,287
681339448655802368,9512,4193
681320187870711809,2706,771
681302363064414209,4037,1864
681297372102656000,3283,986
681281657291280384,3295,1126
681261549936340994,1488,281
681242418453299201,1519,551
681231109724700672,2460,500
681193455364796417,3781,1523
680970795137544192,2477,676
680959110691590145,4677,2052
680940246314430465,3279,1077
680934982542561280,2120,447
680913438424612864,2453,637
680889648562991104,1803,375
680836378243002368,3538,1358
680805554198020098,2202,679
680801747103793152,2427,837
680798457301471234,2915,1063
680609293079592961,2697,724
680583894916304897,3707,1376
680497766108381184,4324,1966
680494726643068929,1760,495
680473011644985345,2603,759
680440374763077632,1483,512
680221482581123072,1490,298
680206703334408192,2897,1203
680191257256136705,2191,511
680176173301628928,3980,1594
680161097740095489,2372,754
680145970311643136,3690,1784
680130881361686529,2336,970
680115823365742593,2773,926
680100725817409536,3653,1411
680085611152338944,13075,9180
680070545539371008,2640,900
680055455951884288,None,None
679877062409191424,2011,667
679872969355714560,2224,679
679862121895714818,2502,640
679854723806179328,2917,1259
679844490799091713,2417,781
679828447187857408,37031,14339
679777920601223168,3148,1135
679736210798047232,2133,814
679729593985699840,2204,847
679722016581222400,1688,476
679530280114372609,4872,2131
679527802031484928,2693,737
679511351870550016,3437,1294
679503373272485890,3214,1506
679475951516934144,2129,654
679462823135686656,32345,19271
679405845277462528,2417,1230
679158373988876288,21808,8223
679148763231985668,2829,1051
679132435750195208,3019,1183
679111216690831360,6086,2617
679062614270468097,17335,8324
679047485189439488,2288,685
679001094530465792,2883,1253
678991772295516161,2354,1194
678969228704284672,1676,472
678800283649069056,2624,923
678798276842360832,3512,1194
678774928607469569,2853,930
678767140346941444,3602,1388
678764513869611008,1663,486
678755239630127104,7256,3352
678740035362037760,3820,1714
678708137298427904,5678,2478
678675843183484930,2914,1502
678643457146150913,2082,425
678446151570427904,4074,1588
678424312106393600,5509,2594
678410210315247616,4307,1854
678399652199309312,80501,32390
678396796259975168,1620,422
678389028614488064,1901,433
678380236862578688,2483,928
678341075375947776,1753,545
678334497360859136,1320,259
678278586130948096,11606,6181
678255464182861824,1614,372
678023323247357953,1954,390
678021115718029313,13938,6438
677961670166224897,3471,1710
677918531514703872,1373,420
677895101218201600,4913,2129
677716515794329600,3108,989
677700003327029250,3436,1467
677698403548192770,1247,325
677687604918272002,2518,857
677673981332312066,3374,1523
677662372920729601,1966,972
677644091929329666,1882,810
677573743309385728,2161,727
677565715327688705,1312,470
677557565589463040,2466,1173
677547928504967168,7024,3722
677530072887205888,1085,233
677335745548390400,3075,1810
677334615166730240,1367,290
677331501395156992,1104,237
677328882937298944,3683,1526
677314812125323265,1662,534
677301033169788928,1248,408
677269281705472000,2016,713
677228873407442944,3586,1664
677187300187611136,2778,937
676975532580409345,2812,1090
676957860086095872,2253,818
676949632774234114,1324,398
676948236477857792,2200,871
676946864479084545,1742,376
676942428000112642,2098,763
676936541936185344,12853,4975
676916996760600576,3004,1820
676897532954456065,2277,726
676864501615042560,2125,718
676821958043033607,23270,15805
676819651066732545,1826,678
676811746707918848,1433,429
676776431406465024,5056,2045
676617503762681856,2928,985
676613908052996102,1093,201
676606785097199616,1898,442
676603393314578432,1169,385
676593408224403456,4622,2176
676590572941893632,918,126
676588346097852417,2334,796
676582956622721024,1210,280
676575501977128964,2610,1125
676533798876651520,1889,562
676496375194980353,1531,535
676470639084101634,11707,4717
676440007570247681,1736,675
676430933382295552,1410,347
676263575653122048,2091,555
676237365392908289,1231,290
676219687039057920,76384,31322
676215927814406144,1760,587
676191832485810177,2299,1043
676146341966438401,1929,664
676121918416756736,2176,1167
676101918813499392,2835,1174
676098748976615425,3035,1441
676089483918516224,1323,438
675898130735476737,1634,572
675891555769696257,2146,867
675888385639251968,2398,965
675878199931371520,4203,1405
675870721063669760,1648,572
675853064436391936,2703,1306
675849018447167488,943,146
675845657354215424,2290,888
675822767435051008,1528,537
675820929667219457,1054,234
675798442703122432,10311,3420
675781562965868544,1640,473
675740360753160193,1174,347
675710890956750848,1898,823
675707330206547968,1988,693
675706639471788032,646,97
675534494439489536,1828,420
675531475945709568,1189,387
675522403582218240,1044,289
675517828909424640,1295,466
675501075957489664,17224,5868
675497103322386432,3157,1304
675489971617296384,1305,602
675483430902214656,1843,984
675432746517426176,1529,569
675372240448454658,1693,517
675362609739206656,1051,234
675354435921575936,32769,16981
675349384339542016,3935,2270
675334060156301312,2784,1294
675166823650848770,3624,1603
675153376133427200,6293,2599
675149409102012420,3740,1690
675147105808306176,943,236
675146535592706048,1196,308
675145476954566656,2139,908
675135153782571009,1300,496
675113801096802304,1953,789
675111688094527488,965,253
675109292475830276,2796,1136
675047298674663426,1060,329
675015141583413248,2714,1190
675006312288268288,989,229
675003128568291329,1563,470
674999807681908736,2252,1103
674805413498527744,860,357
674800520222154752,3024,862
674793399141146624,2516,1085
674790488185167872,1102,250
674788554665512960,819,208
674781762103414784,2006,1204
674774481756377088,1116,475
674767892831932416,1828,793
674764817387900928,786,238
674754018082705410,1364,448
674752233200820224,1459,466
674743008475090944,1402,552
674742531037511680,488,50
674739953134403584,1106,387
674737130913071104,645,93
674690135443775488,1147,466
674670581682434048,1602,647
674664755118911488,921,255
674646392044941312,1440,495
674644256330530816,1022,266
674638615994089473,1682,583
674632714662858753,1505,577
674606911342424069,940,97
674468880899788800,6219,2034
674447403907457024,1061,356
674436901579923456,1112,394
674422304705744896,1436,535
674416750885273600,681,140
674410619106390016,1198,464
674394782723014656,1508,574
674372068062928900,847,315
674330906434379776,560,73
674318007229923329,1420,517
674307341513269249,11304,6934
674291837063053312,14700,5879
674271431610523648,1569,733
674269164442398721,907,227
674265582246694913,1650,848
674262580978937856,1303,454
674255168825880576,1463,550
674082852460433408,755,167
674075285688614912,984,288
674063288070742018,6351,2198
674053186244734976,3318,1294
674051556661161984,1443,486
674045139690631169,1418,640
674042553264685056,721,129
674038233588723717,1098,414
674036086168010753,846,213
674024893172875264,1781,1210
674019345211760640,1127,300
674014384960745472,1560,636
674008982932058114,1195,350
673956914389192708,1941,952
673919437611909120,1163,374
673906403526995968,3179,1626
673887867907739649,927,251
673716320723169284,3067,742
673715861853720576,3530,2058
673711475735838725,1033,297
673709992831262724,845,273
673708611235921920,1076,285
673707060090052608,1092,389
673705679337693185,1250,404
673700254269775872,1432,561
673697980713705472,3773,1934
673689733134946305,1728,649
673688752737402881,1261,493
673686845050527744,1431,436
673680198160809984,1367,467
673662677122719744,1247,364
673656262056419329,717,238
673636718965334016,1097,357
673612854080196609,1592,724
673583129559498752,1178,358
673580926094458881,829,270
673576835670777856,1380,557
673363615379013632,1017,306
673359818736984064,1440,666
673355879178194945,1480,569
673352124999274496,1646,533
673350198937153538,743,212
673345638550134785,2491,1256
673343217010679808,962,270
673342308415348736,1262,578
673320132811366400,13380,7842
673317986296586240,871,256
673295268553605120,7473,3146
673270968295534593,1057,365
673240798075449344,1412,726
673213039743795200,2230,834
673148804208660480,1676,623
672997845381865473,1962,717
672995267319328768,946,290
672988786805112832,979,292
672984142909456390,1252,540
672980819271634944,1809,992
672975131468300288,1664,899
672970152493887488,940,353
672968025906282496,1305,543
672964561327235073,1409,635
672902681409806336,1350,502
672898206762672129,898,424
672884426393653248,1533,832
672877615439593473,1020,363
672834301050937345,1304,561
672828477930868736,1246,489
672640509974827008,971,318
672622327801233409,1289,486
672614745925664768,1215,577
672609152938721280,1106,385
672604026190569472,1103,399
672594978741354496,1319,604
672591762242805761,941,332
672591271085670400,716,180
672538107540070400,1022,361
672523490734551040,632,167
672488522314567680,1103,437
672482722825261057,1123,593
672481316919734272,710,124
672475084225949696,1420,695
672466075045466113,1348,534
672272411274932228,6412,3338
672267570918129665,1486,609
672264251789176834,1127,333
672256522047614977,2796,1531
672254177670729728,1421,732
672248013293752320,1712,600
672245253877968896,677,156
672239279297454080,888,319
672231046314901505,1814,997
672222792075620352,776,210
672205392827572224,2246,1143
672169685991993344,1008,366
672160042234327040,867,353
672139350159835138,1733,691
672125275208069120,2378,1129
672095186491711488,995,368
672082170312290304,934,359
672068090318987265,1281,514
671896809300709376,8437,4116
671891728106971137,1323,567
671882082306625538,3435,1367
671879137494245376,1405,668
671874878652489728,1237,550
671866342182637568,1106,486
671855973984772097,898,436
671789708968640512,7006,3450
671768281401958400,1182,503
671763349865160704,1661,907
671744970634719232,1346,760
671743150407421952,740,233
671735591348891648,1432,744
671729906628341761,8428,4305
671561002136281088,12697,7142
671550332464455680,904,206
671547767500775424,1339,589
671544874165002241,1957,1036
671542985629241344,1086,557
671538301157904385,920,393
671536543010570240,1160,400
671533943490011136,1010,570
671528761649688577,838,260
671520732782923777,1391,523
671518598289059840,945,290
671511350426865664,1595,705
671504605491109889,6943,3516
671497587707535361,904,441
671488513339211776,1006,464
671486386088865792,575,196
671485057807351808,756,229
671390180817915904,1427,735
671362598324076544,1095,293
671357843010908160,396,147
671355857343524864,479,114
671347597085433856,950,422
671186162933985280,732,207
671182547775299584,1111,341
671166507850801152,865,348
671163268581498880,1649,1094
671159727754231808,369,82
671154572044468225,707,216
671151324042559489,663,152
671147085991960577,665,221
671141549288370177,1147,654
671138694582165504,912,398
671134062904504320,741,194
671122204919246848,3465,2494
671115716440031232,1361,770
671109016219725825,1129,436
670995969505435648,1098,291
670842764863651840,24368,8584
670840546554966016,584,193
670838202509447168,1095,685
670833812859932673,436,121
670832455012716544,726,213
670826280409919488,5488,4003
670823764196741120,764,187
670822709593571328,604,93
670815497391357952,3144,1521
670811965569282048,1115,268
670807719151067136,1149,490
670804601705242624,1938,950
670803562457407488,339,87
670797304698376195,733,235
670792680469889025,822,275
670789397210615808,655,239
670786190031921152,600,200
670783437142401025,816,387
670782429121134593,1548,760
670780561024270336,781,287
670778058496974848,324,72
670764103623966721,1061,414
670755717859713024,435,109
670733412878163972,953,507
670727704916926465,820,354
670717338665226240,1193,486
670704688707301377,766,370
670691627984359425,587,242
670679630144274432,743,278
670676092097810432,245,42
670668383499735048,10591,4963
670474236058800128,1502,733
670468609693655041,350,86
670465786746662913,967,544
670452855871037440,543,203
670449342516494336,1186,645
670444955656130560,6661,1962
670442337873600512,637,198
670435821946826752,1042,510
670434127938719744,1388,642
670433248821026816,325,112
670428280563085312,1367,613
670427002554466305,518,161
670421925039075328,1293,625
670420569653809152,622,310
670417414769758208,565,315
670411370698022913,2004,882
670408998013820928,553,221
670403879788544000,427,154
670385711116361728,554,203
670374371102445568,745,268
670361874861563904,326,66
670338931251150849,419,108
670319130621435904,3840,1209
670303360680108032,427,130
670290420111441920,698,283
670093938074779648,1014,330
670086499208155136,691,246
670079681849372674,2209,1214
670073503555706880,1562,773
670069087419133954,620,234
670061506722140161,755,334
670055038660800512,666,332
670046952931721218,642,172
670040295598354432,751,110
670037189829525505,583,270
670003130994700288,331,92
669993076832759809,323,83
669972011175813120,444,158
669970042633789440,302,59
669942763794931712,499,159
669926384437997569,369,100
669923323644657664,230,55
669753178989142016,804,392
669749430875258880,264,65
669684865554620416,510,88
669683899023405056,385,110
669682095984410625,347,132
669680153564442624,657,285
669661792646373376,799,429
669625907762618368,3492,1796
669603084620980224,941,359
669597912108789760,508,151
669583744538451968,1477,921
669573570759163904,431,139
669571471778410496,1580,1005
669567591774625800,231,55
669564461267722241,381,123
669393256313184256,362,75
669375718304980992,1321,719
669371483794317312,495,177
669367896104181761,454,149
669363888236994561,613,223
669359674819481600,367,121
669354382627049472,2680,1264
669353438988365824,635,260
669351434509529089,433,181
669328503091937280,1010,416
669327207240699904,571,115
669324657376567296,494,207
669216679721873412,1183,402
669214165781868544,436,162
669203728096960512,994,469
669037058363662336,647,308
669015743032369152,736,371
669006782128353280,572,245
669000397445533696,20680,6298
668994913074286592,438,226
668992363537309700,736,340
668989615043424256,674,325
668988183816871936,890,461
668986018524233728,550,165
668981893510119424,533,303
668979806671884288,789,344
668975677807423489,1290,573
668967877119254528,146,22
668960084974809088,699,236
668955713004314625,276,71
668932921458302977,261,58
668902994700836864,315,100
668892474547511297,395,149
668872652652679168,520,299
668852170888998912,450,165
668826086256599040,429,135
668815180734689280,567,264
668779399630725120,701,368
668655139528511488,525,216
668645506898350081,879,521
668643542311546881,869,524
668641109086707712,1067,533
668636665813057536,1032,482
668633411083464705,2774,1606
668631377374486528,707,311
668627278264475648,312,112
668625577880875008,382,129
668623201287675904,1407,752
668620235289837568,198,41
668614819948453888,609,313
668587383441514497,1661,1056
668567822092664832,241,52
668544745690562560,509,217
668542336805281792,448,212
668537837512433665,249,72
668528771708952576,453,222
668507509523615744,320,102
668496999348633600,408,128
668484198282485761,419,232
668480044826800133,451,145
668466899341221888,872,508
668297328638447616,613,294
668291999406125056,239,29
668286279830867968,497,135
668274247790391296,811,227
668268907921326080,548,233
668256321989451776,1288,599
668248472370458624,968,474
668237644992782336,6116,2812
668226093875376128,296,102
668221241640230912,508,192
668204964695683073,552,190
668190681446379520,648,194
668171859951755264,483,191
668154635664932864,485,306
668142349051129856,566,278
668113020489474048,661,236
667937095915278337,1240,775
667924896115245057,295,111
667915453470232577,206,55
667911425562669056,483,300
667902449697558528,839,370
667886921285246976,1859,1064
667885044254572545,806,470
